ID,Company,Job Title,Location,Description
7c2ad801208f4631869db707df2d08d3,Intercom,Senior Machine Learning Engineer,"Dublin, County Dublin, Ireland","Communication has changed for people. It’s changed for businesses, too.




Intercom is the only suite of customer messaging products that drives growth at every stage of the customer lifecycle—across acquisition, engagement, and support. Today more than 25,000 businesses use Intercom to connect with a billion people worldwide.




Join the company helping businesses grow revenue through live chat, and so much more.




What's the opportunity? 🤔




Intercom’s Machine Learning team is responsible for defining new ML features, researching appropriate algorithms and technologies, and rapidly getting first prototypes in our customers’ hands.




We are an extremely product focussed team. We work in partnership with Product and Design functions of teams we support. Our team's dedicated ML product engineers enable us to move to production fast, often shipping to beta in weeks after a successful offline test.




We are very passionate about applying machine learning technology and have productized everything from classic supervised models, to cutting-edge unsupervised clustering algorithms, to novel applications of transformer neural networks. We test and measure the real customer impact of each model we deploy.




What will I be doing? 🚀




Identify areas where ML can create value for our customers
Contribute to finding the right ML framing of a product problem
Working with teammates and Product and Design stakeholders
Taking algorithms which work offline, and putting them in a production setting
Deeply understand and modify as needed
Solve hard scalability and optimization problems
Run production ML infrastructure, evolve it over time
Build new data infrastructure to enable exploration
Establish processes for large scale data analyses, model development, validation, and implementation
Work with teammates to measure and iterate on algorithm performance
Partner deeply with the rest of team, and others, to build excellent ML products




What skills might I need? 📖




These are meant to be indicative, not hard requirements.




Excellent pragmatic engineering skills
Familiar with tools used to write, test, deploy, debug and monitor software
Comfort owning features from inception to outcome.
5+ years experience in a production environment, with contributions to the design and architecture of distributed systems.
We’re looking for engineers who can confidently put ML-powered features in production.
Strong communication skills, both within engineering teams and across disciplines.
Excellent programming skills
Comfort with ambiguity
BSc in Computer Science, or similar knowledge




Bonus skills & attributes 🙌




Deep knowledge of AWS services
ML Ops experience
Large scale computation experience
Track record shipping ML products
Experience in a research environment
Algorithmic optimisation experience
Advanced education in CS, ML, Math, Stats, or similar
Practical stats knowledge (experiment design, dealing with confounding, etc)
Experience in an applicable ML area. E.g. NLP, Deep learning, Bayesian methods, Reinforcement learning, clustering
Visualization, data skills, SQL, matplotlib, etc.




Benefits 😍




We are a well treated bunch, with awesome benefits! If there’s something important to you that’s not on this list, talk to us! :)




Competitive salary and equity in a fast-growing start-up
We serve lunch every weekday, plus a variety of snack foods and a fully stocked kitchen
Regular compensation reviews - we reward great work!
Peace of mind with life assurance, as well as comprehensive health and dental insurance for you and your dependents
Open vacation policy and flexible holidays so you can take time off when you need it
Paid maternity leave, as well as 6 weeks paternity leave for fathers, to let you spend valuable time with your loved ones
If you’re cycling, we’ve got you covered on the Cycle-to-Work Scheme. With secure bike storage too
MacBooks are our standard, but we’re happy to get you whatever equipment helps you get your job done




We are a diverse bunch of people and we want to continue to attract and retain a diverse range of people into our organisation. We're committed to an inclusive and diverse Intercom! We do not discriminate based on gender, ethnicity, sexual orientation, religion, civil or family status, age, disability, or race."
55aa1c9514a14d40aa609005b393b108,Dell Technologies,Senior Machine Learning Engineer,Ireland Remote,"Join us as a Machine Learning Engineer on our Personalization team in Ireland to make a profound impact on customers across Dell Ecommerce.

You will:

Join discussions with data scientists, data engineers and product managers to frame problem statements, develop hypotheses, design data frames, recommend modeling approaches, measure success & testing criteria
Create scalable, efficient, automated processes for large scale feature engineering, model development, model validation and production
Transform data science prototypes into production quality code
Run machine learning tests and experiments and fine-tune using test results
Document machine learning processes


About You:

Bachelor's degree or higher in computer science, data science, mathematics, or a related field.
3+ years experience as a machine learning or AI engineer.
Advanced proficiency with Python, Java, or R, including solid knowledge of ML frameworks (e.g. TensorFlow and Keras), ML libraries (e.g. Scikit Learn), data structures, data modeling, and software architecture.
Experience deploying machine learning pipeline solutions using one or more: Spark, Docker, Kubernetes, CI/CD, MLFlow, etc.
Self-directed and ability to build products that drive tangible user outcomes in a fast-paced environment.


Nice to have:

Experience with any monitoring tools (e.g., Dynatrace, NewRelic, Splunk), data engineering, big data distributed systems and databases (e.g., Kafka, Cassandra, ElasticSearch)
Interest in writing tech articles for technical and non-technical audience


About the team:

Personalization teams work to democratize the process of pages and applications personalizing customer experience across Dell.com

We connect the strong infrastructure, the power of ML, the customer behavior data and various teams and stakeholders to provide the customer with the uniform, consistent, yet sensitive and helpful experience across the entire site.

We are global, the features we work on are designed to work everywhere, for everyone, anytime.

We are serving both Consumer and Commercial, open for both online and offline, in multi- or zero-segment environment.

We are customer-first, with customer privacy at the top; we believe that personalized experience must be a better and safer experience.

Why you will love this:

Be part of a smart, driven and growing team
Opportunity to shape and influence AI solutions in Dell.com
A space to learn and expand your knowledge and expertise


#LIRemote

Job Id: R166162Job Function: Information Technology"
5e8ac794922c4d97b18914467d7bb4c6,Eaton,Machine Learning Engineer MLOps,"Dublin, County Dublin, Ireland On-site",
5c1453a39c0f49bc928effecae7a5ee3,Stryker,Data Scientist Expert - Talent Pool,"Cork, County Cork, Ireland Remote","Why engineering at Stryker?

At Stryker we are dedicated to improving lives, with a passion for researching and developing new medical device products. As an engineer at Stryker, you will be proud of the work that you will be doing, using cutting-edge technologies to make healthcare better. Here, you will work in a supportive culture with other incredibly talented and intelligent people, creating industry-leading medical technology products. You will also have growth opportunities as we have a culture that supports your personal and professional development.

Need another reason to apply? Check out these 8 reasons to join Stryker's engineering team: https://www.strykercareersblog.com/post/8-reasons-to-join-strykers-engineering-team 

Take the next step in your career and join one of the world’s leading medical technology companies. We are always looking for passionate Data Scientists to join our Stryker Talent Pool for Data Science. Joining the Talent Pool will allow us to connect with you early, and gives you a head start in becoming part of our amazing team.

Please note that as you may be considered for multiple positions over time, it may take several weeks for us to be able to respond to you after applying to our Talent Acquisition Talent Pool. We are looking forward to getting to know you!

As a (Senior) Data Scientist you will be responsible for discovering information hidden in vast amounts of clinical data to derive value for medical products and services in order to improve decision making and build predictive algorithms to enhance outcomes and economic value.

You will work with various stakeholders throughout the organization including clinical research, advanced technology, product development and marketing as well as various customers to understand their needs and support them in applying various kinds of advanced analytics methods, such as predictive modeling or machine learning, in order to extract and visualize relevant information for solving problems in medical technologies.


3rd level degree in a technical or scientific field
At least 5 years of professional experience as a Data Scientist or Machine Learning practitioner within the Life Sciences sector
Proven record of end-to-end data science projects: from problem and requirements definition to model/algorithm validation and deployment
Ability to navigate the scientific corpus to identify and synthesize the necessary knowledge to support the data analysis and problem definition
Knowledge of a variety of statistical, machine learning and deep learning techniques to solve regression and classification problems and their most appropriate application based on data type and contextual information
Experience with common data science toolkits and visualization tools
Coding knowledge and experience with common programming languages for data mining and modelling (e.g. R, Python) and the corresponding libraries and frameworks to implement state-of-the-art data-driven solutions (e.g. Keras, Tensorflow, TidyModels, Scikit-learn, etc.)
Experience of working with different data types (e.g. tabular data, images, etc.)
Understanding of regulatory and privacy frameworks applied to medical data
You have effective communication skills and you are able to present complex analytics to stakeholders and customers.
You have the willingness to travel regularly up to 20%.
You have excellent speaking, reading, and writing skills in English.

Know someone at Stryker?

Be sure to have them submit you as a referral prior to applying for this position. Learn more about our employee referral program at https://careers.stryker.com/referrals/

Stryker is one of the world’s leading medical technology companies and, together with our customers, is driven to make healthcare better. We offer innovative products and services in Orthopaedics, Medical and Surgical, and Neurotechnology and Spine that help improve patient and hospital outcomes.

We are proud to be named one of the World’s Best Workplaces and a Best Workplace for Diversity by Fortune Magazine! Learn more about our award-winning organization by visiting stryker.com"
47b833b9fdca498a85f5b494cc5caae1,Workday,"Software Application Engineer, New University Graduate","Dublin, County Dublin, Ireland","Do What You Love. Love What You Do.

At Workday, we help the world’s largest organizations adapt to what’s next by bringing finance, HR, and planning into a single enterprise cloud. We work hard, and we’re serious about what we do. But we like to have fun, too. We put people first, celebrate diversity, drive innovation, and do good in the communities where we live and work.

About The Team

The Application Development team (what we call AppDev for short!), is a hardworking team of developers. We use our proprietary language and business logic to build some of the most sophisticated enterprise applications, serving over 37 million users. Are you passionate about solving complex puzzles and have an eye for meta-data driven architecture, then App Dev might be for you!

About The Role

Like leaving footprints on the moon, the Application Development ORBIT Program empowers new grad engineers to make their mark on Workday product and enrich their professional network through their work with multiple application pillars. This year-long rotational experience will give you the technical know-how you need to build some of the most sophisticated and user-friendly applications in the galaxy. The year culminates into a full-time placement onto an App Dev team.

Give us one ORBIT - and you’ll be on your way to a stellar career.

About You

Intellectually curious, willing to ask questions, and ready to learn.
Eager to participate in an ORBIT cohort and make your mark on the Workday community.
Able to rapidly pick up new-to-you concepts and solve complex puzzles.
Ready to build customer-facing web-based business applications that reach over 37 million end users.
Enjoy collaborating and learning across product management, quality assurance engineers, and automation engineers.
Understand iterative development methodologies.


Basic Qualifications:

Currently pursuing or recently completed (within 12 months) bachelor or Masters in computer science, computer engineering, information science, informatics ,information systems or related field.
Comprehensive understanding of object-oriented programming and design patterns.
Working understanding of UML.
Knowledge of Test-Driven Development practices.


Generation Workday®

Start your future today with Generation Workday®. The next generation of talent will further fuel Workday’s success. This is why we actively seek the best and the brightest graduates to join Generation Workday®, a 12-month early career development program uniquely designed to develop our future leaders. The Generation Workday® Program is focused on supporting a successful university to career transition for emerging professionals who have graduated within the last 12 months.

Launch your career with an opportunity that connects you to a strong network, enables you to do your best work, actively supports your career and places an emphasis on fun.

This role is for a start date in Sept 2022. 

Workday is proud of its diverse workforce, but does not sponsor employment visas now or in the future for these positions.

Are you being referred to one of our roles? If so, ask your connection at Workday about our Employee Referral process!"
45cb051db3974943b6bc1a3fc6211e0d,Workday,"Software Application Engineer, New University Graduate","Dublin, County Dublin, Ireland","Do What You Love. Love What You Do.

At Workday, we help the world’s largest organizations adapt to what’s next by bringing finance, HR, and planning into a single enterprise cloud. We work hard, and we’re serious about what we do. But we like to have fun, too. We put people first, celebrate diversity, drive innovation, and do good in the communities where we live and work.

About The Team

The Application Development team (what we call AppDev for short!), is a hardworking team of developers. We use our proprietary language and business logic to build some of the most sophisticated enterprise applications, serving over 37 million users. Are you passionate about solving complex puzzles and have an eye for meta-data driven architecture, then App Dev might be for you!

About The Role

Like leaving footprints on the moon, the Application Development ORBIT Program empowers new grad engineers to make their mark on Workday product and enrich their professional network through their work with multiple application pillars. This year-long rotational experience will give you the technical know-how you need to build some of the most sophisticated and user-friendly applications in the galaxy. The year culminates into a full-time placement onto an App Dev team.

Give us one ORBIT - and you’ll be on your way to a stellar career.

About You

Intellectually curious, willing to ask questions, and ready to learn.
Eager to participate in an ORBIT cohort and make your mark on the Workday community.
Able to rapidly pick up new-to-you concepts and solve complex puzzles.
Ready to build customer-facing web-based business applications that reach over 37 million end users.
Enjoy collaborating and learning across product management, quality assurance engineers, and automation engineers.
Understand iterative development methodologies.


Basic Qualifications:

Currently pursuing or recently completed (within 12 months) bachelor or Masters in computer science, computer engineering, information science, informatics ,information systems or related field.
Comprehensive understanding of object-oriented programming and design patterns.
Working understanding of UML.
Knowledge of Test-Driven Development practices.


Generation Workday®

Start your future today with Generation Workday®. The next generation of talent will further fuel Workday’s success. This is why we actively seek the best and the brightest graduates to join Generation Workday®, a 12-month early career development program uniquely designed to develop our future leaders. The Generation Workday® Program is focused on supporting a successful university to career transition for emerging professionals who have graduated within the last 12 months.

Launch your career with an opportunity that connects you to a strong network, enables you to do your best work, actively supports your career and places an emphasis on fun.

This role is for a start date in Sept 2022. 

Workday is proud of its diverse workforce, but does not sponsor employment visas now or in the future for these positions.

Are you being referred to one of our roles? If so, ask your connection at Workday about our Employee Referral process!"
4c207225b9004acc9c4777eb31c6bf43,Meta,"Data Scientist, Auction Expert","Dublin, County Dublin, Ireland","The massive scale and heavy engagement of the people using our products make the Meta ads platform a powerful growth vehicle for businesses and other marketers. It also makes Meta the ideal place to drive cutting edge research to develop innovative marketing strategies in the new mobile and value first world. The successful candidate will focus on investigating and understanding the current best practices for advertising on Meta as well as using data science to discover new strategies. They will also be focused on consulting with advertisers, partnering with our sales stakeholders, and sharing their findings with internal and external audiences. The team works with advertisers across various tiers and segments to test hypotheses, develop strategies, and educate on the best ways to optimize performance.The team is made up of data scientists with a diverse set of backgrounds. Specifically, we have team members with various levels of academic attainment (Bachelor's, Master's and PhD), work experience, and professional backgrounds. The ideal candidate for this position will have a proven track record of analyzing and deriving insights from data. They will be intellectually curious, a great communicator, data-driven, a fast learner, and able to move fast while keeping focused on high-impact projects. Applicants should have a strong quantitative understanding, a talent for taking complex concepts and distilling them into clear accessible learnings, and a willingness to empower and help others through sharing their knowledge. As this team is fundamentally focused on R&D, the candidate must be comfortable with ambiguity and answering broad research questions.

Data Scientist, Auction Expert Responsibilities:


Apply analytical skills to complex quantitative problems, presenting and driving actions from insights to key stakeholders both reactively and proactively
Develop deep understanding of the Meta Auction, analyzing current performance and developing new strategies for optimization
Work closely with our Marketing Science and sales teams, as well as advertisers directly, to identify, analyze, and scale auction practices
Research applied machine learning questions in our ads system to improve system understanding and drive advertiser value
Identify strategic levers for improving advertiser performance across Meta's ads auction
Present polished findings and recommendations directly to various stakeholders
Elevate key themes to our product research teams that should be focused on deeper investigation or alpha testing of new opportunities


Minimum Qualifications:


Experience doing statistical analysis (e.g. regression, probability) using tools such as Python, R, MATLAB, SPSS, SAS, Stata, etc.
Experience with SQL
Bachelor's degree in an analytical field (such as Computer Science, Engineering, Mathematics, Statistics, Physics, Economics, or Finance)
2+ years of analytics experience
Experience delivering and driving action based on data-driven insights
Experience communicating concepts to non-technical audiences
Experience influencing and partnering with stakeholders across organizations
Track record of operating independently, demonstrating creativity, and delivering results


Preferred Qualifications:


Experience with experimental design
Experience working with machine learning algorithms and AI Systems
Experience with digital advertising"
fe3da0bcc35547888f22dfed5aa78917,DocuSign,Machine Learning Engineer,"Dublin, County Dublin, Ireland Remote","Machine Learning Engineer – Manage and Analyze

Engineering & Tech Operations | Dublin, Ireland

Our agreement with employees

DocuSign is committed to building trust and making the world more agreeable for our employees, customers and the communities in which we live and work. You can count on us to listen, be honest, and try our best to do what’s right, every day. At DocuSign, everything is equal. We each have a responsibility to ensure every team member has an equal opportunity to succeed, to be heard, to exchange ideas openly, to build lasting relationships, and to do the work of their life. Best of all, you will be able to feel deep pride in the work you do, because your contribution helps us make the world better than we found it. And for that, you’ll be loved by us, our customers, and the world in which we live.

The team

Our Engineering & Tech Operations team builds and operates complex solutions for global business challenges that cross cultures, legal jurisdictions, and impacts millions of people and businesses every day. We hire people with a broad set of skills and people who want to work on creating never-been-done-before solutions at scale while ensuring world-class reliability and security. Our Agreement Cloud is a revolutionary solution that changes the way people live, work, and come to agreement.

This position

DocuSign is looking for a passionate, talented, and inventive MLE to help build industry-leading state of the art solutions. You will be leveraging mining, deep learning, content understanding, document processing and more. You will prototype machine learning models that deliver more personalized and automated customer experiences throughout the DocuSign Agreement Cloud.

This position is an Individual Contributor role and is designated flex.


Work together with the ML team to perform research, testing and evaluation of existing and emerging NLP/ML/DL methods and technologies that could be effectively applied to contractual/legal 
Be knowledgeable in and be able to apply NLP techniques in order to maintain and extend the current rule-based, supervised and unsupervised methods 
Be knowledgeable in and able to apply ML/DL algorithms and technologies to NLP tasks such as Named Entity Recognition, POS tagging, Parsing, Sentiment Analysis, Clustering, text prediction etc. 
Develop an understanding of the technologies, methods and the architecture within DocuSign product development. Also an understanding of the entire software development end-to-end process as well as the product code and release management process will be essential 
Understand, assist and improved the existing training maintenance and enrichment process 
Working within the Machine Learning team to deploy models to production, using existing and emerging machine learning methods and technologies
Working closely with Product Management to translate product requirements into robust, customer-agnostic machine learning success metrics

5+ years of experience in designing, developing, deploying and monitoring machine learning and deep learning solutions, 
Experience programming in Python, PyTorch, TensorFlow, spaCy, scikit-learn, or equivalent machine learning framework, 
Strong programming skills in one or more of the following languages - Python, C#, Java, C/C++
Bachelor’s degree in computer science, Physics, statistics, econometrics, operations research, applied mathematics or an equal computational field.

Demonstrated experience developing and deploying sequence-based Deep Learning models
Experience in latest NLP big model technologies like GPT2, BERT, XLNet
Experience in Computer Vision.
Strong desire to stay ahead of industry trends & technologies with a commitment to continuous learning.
Experience with Machine Learning Concepts - Training, Validation, Testing, Precision/Recall, Bias/Variance etc.
Experience in extracting, cleansing, and manipulating large, diverse structured and unstructured sets.
Assist with the development of language agnostic contract clause recognition, including Cyrillic (Russian) and double byte languages such as Japanese, Korean and Chinese 

DocuSign helps organizations connect and automate how they prepare, sign, act on, and manage agreements. As part of the DocuSign Agreement Cloud, DocuSign offers eSignature: the world's #1 way to sign electronically on practically any device, from almost anywhere, at any time. Today, over a million customers and hundreds of millions of users in over 180 countries use DocuSign to accelerate the process of doing business and simplify people's lives. And we help save the world’s forests and embrace environmental sustainability.

It's important to us that we build a talented team that is as diverse as our customers and where all employees feel a deep sense of belonging and thrive. We encourage great talent who bring a range of perspectives to apply for our open positions. DocuSign is an Equal Opportunity Employer and makes hiring decisions based on experience, skill, aptitude and a can-do approach. We will not discriminate based on race, ethnicity, color, age, sex, religion, national origin, ancestry, pregnancy, sexual orientation, gender identity, gender expression, genetic information, physical or mental disability, registered domestic partner status, caregiver status, marital status, veteran or military status, or any other legally protected category.

Accommodations

DocuSign provides reasonable accommodations for qualified individuals with disabilities in job application procedures, including if you have any difficulty using our online system. If you need such an accommodation, you may contact us at accommodations@docusign.com.

DS
"
3317bd4b2d2a4ea290276d2d55c6ead8,AIB,"Risk Data Scientist, Risk and Assurance,Dublin.","Dublin, County Dublin, Ireland","Role Title: Risk Data Scientist, Dublin

Location: Molesworth Street, Dublin / Remote Hybrid Working

This role is being offered on a permanent basis.

We’re Looking For Someone Who

We’re looking for someone who would be interested in:

Development of behavioural and portfolio models to support business decision making and estimation of credit movements in line with IFRS9, IRB and stress testing standards and internal development policies. This includes but is not limited to: Probability of Default (PD), Loss Given Default (LGD), Exposure at Default (EAD) models.
Performing segmentation analysis and calibration of models
Contributing to the standards and methodologies required to deliver these models
Extracting, transforming, and cleaning the data required for modelling
Engaging with customer facing Business to understand how our models can support their decision making
Engaging with regulatory bodies as part of the on-going cycle of regulatory review of our models


The Key Accountabilities/responsibilities Are As Follows

Analysis and Investigation: Undertake various complex data analyses, investigations and/or modelling of business issues to improve the management, services and products of the bank. 
Digital protection: Access / utilise bank data within the policies and frameworks required by AIB.
Predictive Model Development: Take a role in building predictive models that are focussed on impacting core business elements, such as capital requirements and loss expectations.
Data insights: Perform in exploratory and ad-hoc data analysis with a view to generating insights and using this to deliver actionable recommendations to the Business.
Risk Segmentation Analysis: Creating segmentations that allow us to better understand the risks present in our lending portfolio and what we can do to better manage the risks.


Who are we?

We’re AIB. A strong Irish bank packed with purpose - to back our customers to achieve their dreams and ambitions. That goes for our employees too. We’re made of small teams where you have the chance to shine.

The Risk Analytics Department is a central function within AIB with the remit to develop strong credit risk measurement and decision-support throughout every aspect of our businesses and control functions. The outputs from Risk Analytics deliver optimal pricing for our customers, quick and convenient credit decisions, a safe lending and borrowing environment, and efficient use of our shareholders’ capital with sustainable returns.

Why join us?

We are excited about how we have changed our focus. We want to be at the heart of our customers’ financial lives by giving them an exceptional experience. We are building a culture that breaks the conventions of what our customers and employees expect of a bank.

As an advanced analytics team, we are passionate about driving insight and value from data. The team works across a spectrum of activities including data mining, visual analytics, time series modelling, regression modelling, machine learning, and pattern recognition. We value innovation and creativity and this role presents a great opportunity for any analyst who has the capability to approach a business problem in an innovative way, identify and build a great solution, and communicate the outputs of that work across the business.

Does this sound like something that you want to be part of?

You Will Need To Show Us That You Can/have

A bachelor’s degree in a quantitative analytical discipline (2.1 or higher), e.g. mathematics, applied mathematics, physics, statistics, engineering, econometrics. (Confirmation will be sought if successful for the role.);
Have experience with SAS or SQL programming – experience in an alternate programming language would be consider (e.g. R, Python, Matlab);
Curiosity and inventiveness;
Can show problem solving skills with capability to defend their decisions from challenge;


If you feel you have what it takes, Click Apply and fill in the online application form. If you would like more the Talent Acquisition Team can help. You can contact her at careers@aib.ie."
35df128e331f4541a4df47b8507651f6,Tata Consultancy Services,Machine Learning Engineer,"Letterkenny, County Donegal, Ireland Hybrid","Role: Machine Learning Engineer 

Job Type: Permanent

Location: Letterkenny, Co. Donegal - Ireland (remote working available) ]




Ready to make an impact in a fast-growing global IT powerhouse at the forefront of innovation and transformation? Join us as a Machine Learning Engineer and extend and build upon your skills and passions.

 

Who we are

With TCS you will be exposed to the future of technology, work with some of the brightest global minds in the industry, and support many of the biggest brands TCS is a purpose-led transformation company, built on belief. We don’t just help businesses to transform through technology. We support them in making a meaningful difference to the people and communities they serve - our clients include some of the biggest brands in the UK and worldwide. For you, it means more opportunities to make an impact that matters, through challenging projects which demand ambitious innovation and collaboration.




Be exposed to the future of technology.
Work with some of the brightest global minds in the industry.
Support many of the biggest brands in the UK and worldwide.







The Role 

 Key responsibilities/ objectives:




Development of highly scalable code for multiple applications
Maintaining and creation of data pipelines
Building real-time machine learning applications for customisation purposes

 

Your Profile

Key skills/ experience: 




Proven background in Machine Learning environment
Strong computer science fundamentals such as algorithms, data structures, multithreading, object-oriented development, distributed applications, client-server architecture.
Advanced proficiency with Python framework, Java and Scala
Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture
Good understanding of mathematics, statistics, and commonly used data science algorithms.
Ability to effectively communicate technical concepts & results to technical and business audiences in a comprehensive manner
Hands on experience in AWS services such as S3, Glue, Athena, Lambda, EMR, Kinesis, SQS, SageMaker, KMS & Secrets Manager is a plus
Hands on in containerisation, streaming and messaging technologies are a plus.
Experience in implementing predictive underwriting, fraud analytics, personalisation or leads routing use cases are a plus
Hands on knowledge of No SQL databases such as Cassandra, DynamoDB, Elasticsearch is desirable







Candidates should hold relevant qualifications in an IT related field







Person Specification:




-Agile Mindset and focused with full stack ownership capability

-Excellent investigative and problem-solving abilities

-Great communication and collaboration skills




Rewards & Benefits

TCS is consistently voted a Top Employer in the UK and globally. Our competitive salary packages feature pension, health care, life assurance, laptop, phone, access to extensive training resources and discounts within the larger Tata network.




Diversity, Inclusion & Wellbeing

At TCS, we believe in building and sustaining a culture of equity and belonging where everyone can thrive. Our diversity motto is ‘Inclusion without Exception’.

 

You’ll find a welcoming culture and many internal volunteering and social networks to join. Our diversity, inclusion and social activities include LGBTQ+ and mental health networks, as well as health and wellness initiatives and sports events (we even sponsor the London Marathon).




TCS celebrates inclusion without exception. We are open to all and treat applications equally, regardless of ethnicity, disability, gender, age, sexual orientation or beliefs.




If you are an applicant who needs an accommodation due to a disability to complete an employment application, or during any phase of the hiring process, please contact us at fiona.harvey@tcs.com with the subject line: “Disability Accommodation Request”.




Due to a high volume of applications, we will be unable to contact each applicant individually on the status of their application. If you have not received a direct response within 30 days, then it should be deemed unsuccessful on this occasion."
